group,condition_group_and_cause,original_codes,icd_10_codes,exclusions,age_min,age_max,treatable,preventable
Diseases of the genitourinary system,Inflammatory diseases of genitourinary system,"N34.1, N70-N73, N75.0, N75.1, N76.4, N76.6",N75.0,NA,0,74,0,0
Diseases of the genitourinary system,Inflammatory diseases of genitourinary system,"N34.1, N70-N73, N75.0, N75.1, N76.4, N76.6",N75.1,NA,0,74,0,0
Diseases of the genitourinary system,Inflammatory diseases of genitourinary system,"N34.1, N70-N73, N75.0, N75.1, N76.4, N76.6",N76.4,NA,0,74,0,0
Diseases of the genitourinary system,Inflammatory diseases of genitourinary system,"N34.1, N70-N73, N75.0, N75.1, N76.4, N76.6",N76.6,NA,0,74,0,0
Diseases of the genitourinary system,Prostatic hyperplasia,N40,N40,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Tetanus neonatorum,A33,A33,NA,0,74,0,1
"Pregnancy, childbirth and the perinatal period",Obstetrical tetanus,A34,A34,NA,0,74,0,1
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O00,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O01,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O02,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O03,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O04,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O05,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O06,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O07,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O08,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O09,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O10,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O11,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O12,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O13,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O14,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O15,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O16,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O17,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O18,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O19,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O20,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O21,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O22,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O23,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O24,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O25,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O26,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O27,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O28,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O29,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O30,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O31,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O32,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O33,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O34,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O35,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O36,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O37,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O38,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O39,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O40,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O41,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O42,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O43,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O44,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O45,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O46,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O47,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O48,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O49,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O50,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O51,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O52,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O53,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O54,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O55,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O56,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O57,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O58,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O59,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O60,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O61,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O62,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O63,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O64,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O65,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O66,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O67,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O68,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O69,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O70,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O71,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O72,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O73,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O74,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O75,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O76,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O77,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O78,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O79,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O80,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O81,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O82,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O83,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O84,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O85,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O86,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O87,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O88,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O89,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O90,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O91,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O92,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O93,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O94,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O95,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O96,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O97,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O98,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period","Pregnancy, childbirth and the puerperium",O00-O99,O99,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P00,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P01,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P02,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P03,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P04,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P05,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P06,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P07,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P08,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P09,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P10,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P11,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P12,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P13,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P14,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P15,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P16,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P17,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P18,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P19,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P20,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P21,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P22,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P23,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P24,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P25,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P26,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P27,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P28,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P29,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P30,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P31,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P32,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P33,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P34,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P35,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P36,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P37,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P38,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P39,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P40,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P41,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P42,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P43,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P44,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P45,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P46,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P47,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P48,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P49,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P50,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P51,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P52,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P53,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P54,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P55,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P56,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P57,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P58,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P59,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P60,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P61,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P62,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P63,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P64,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P65,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P66,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P67,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P68,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P69,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P70,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P71,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P72,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P73,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P74,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P75,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P76,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P77,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P78,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P79,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P80,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P81,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P82,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P83,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P84,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P85,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P86,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P87,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P88,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P89,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P90,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P91,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P92,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P93,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P94,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P95,NA,0,74,0,0
"Pregnancy, childbirth and the perinatal period",Certain conditions originating in the perinatal period,P00-P96,P96,NA,0,74,0,0
Congenital malformations,Certain congenital malformations (neural tube defects),"Q00, Q01, Q05",Q00,NA,0,74,0,1
Congenital malformations,Certain congenital malformations (neural tube defects),"Q00, Q01, Q05",Q01,NA,0,74,0,1
Congenital malformations,Certain congenital malformations (neural tube defects),"Q00, Q01, Q05",Q05,NA,0,74,0,1
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q20,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q21,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q22,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q23,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q24,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q25,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q26,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q27,NA,0,74,0,0
Congenital malformations,Congenital malformations of the circulatory system (heart defects),Q20-Q28,Q28,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y40,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y41,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y42,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y43,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y44,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y45,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y46,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y47,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y48,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y49,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y50,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y51,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y52,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y53,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y54,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y55,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y56,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y57,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y58,NA,0,74,0,0
Adverse effects of medical and surgical care,"Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Y40-Y59,Y59,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y60,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y61,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y62,NA,0,74,0,0
Adverse effects of medical and surgical care,Misadventures to patients during surgical and medical care,"Y60-Y69, Y83-Y84",Y63,NA,0,74,0,0
